time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
5.373342,-0.0069,0.0074,-0.0046,0.011
5.378448,-0.0022,0.0096,0.0025,0.010
5.389997,-0.0022,-0.0070,-0.0023,0.008
5.406449,-0.0117,0.0094,-0.0069,0.017
5.407610,0.0004,0.0044,-0.0045,0.006
5.423598,-0.0161,-0.0074,-0.0020,0.018
5.428440,0.0030,-0.0095,-0.0044,0.011
5.440395,-0.0066,0.0000,0.0075,0.010
5.458391,-0.0065,0.0119,0.0027,0.014
5.459563,0.0075,-0.0072,0.0097,0.014
5.472627,0.0002,0.0046,-0.0140,0.015
5.478676,-0.0162,-0.0025,0.0074,0.018
5.490274,-0.0209,0.0046,0.0049,0.022
5.505965,-0.0015,-0.0143,-0.0093,0.017
5.508791,-0.0180,-0.0115,-0.0162,0.027
5.525373,0.0104,0.0028,0.0053,0.012
5.528959,0.0009,-0.0113,-0.0042,0.012
5.541019,-0.0017,-0.0063,-0.0159,0.017
5.556276,-0.0065,0.0103,0.0008,0.012
5.559217,-0.0019,0.0148,-0.0016,0.015
5.572703,-0.0066,0.0073,0.0032,0.010
5.579107,-0.0161,-0.0022,-0.0087,0.018
5.590075,0.0028,-0.0068,-0.0014,0.007
5.606964,0.0003,-0.0161,-0.0061,0.017
5.608220,0.0095,0.0218,0.0010,0.024
5.623181,-0.0025,-0.0090,-0.0084,0.013
5.628829,-0.0096,-0.0089,-0.0036,0.014
5.645111,-0.0235,-0.0135,-0.0011,0.027
5.657238,0.0074,0.0010,-0.0011,0.008
5.658369,-0.0023,-0.0062,-0.0058,0.009
5.672567,-0.0023,-0.0038,0.0013,0.005
5.691226,0.0045,-0.0084,-0.0010,0.010
5.692519,0.0021,-0.0013,-0.0034,0.004
5.706262,-0.0122,0.0106,0.0014,0.016
5.721968,-0.0050,0.0057,-0.0033,0.008
5.723607,0.0069,-0.0038,0.0061,0.010
5.729052,0.0020,0.0080,-0.0010,0.008
5.738901,-0.0076,0.0008,0.0037,0.009
5.752283,-0.0122,0.0124,0.0107,0.020
5.759128,0.0044,0.0170,0.0058,0.019
5.769953,-0.0026,0.0073,0.0104,0.013
5.778845,0.0044,-0.0139,-0.0039,0.015
5.789592,0.0186,0.0074,-0.0015,0.020
5.804771,-0.0032,0.0120,0.0080,0.015
5.808943,0.0013,0.0093,-0.0039,0.010
5.820120,-0.0153,-0.0166,-0.0039,0.023
5.829517,-0.0154,-0.0093,0.0033,0.018
5.839224,-0.0103,0.0047,0.0079,0.014
5.857516,-0.0006,-0.0117,0.0031,0.012
5.860348,-0.0031,-0.0045,0.0077,0.009
5.874459,-0.0031,0.0048,0.0076,0.010
5.879849,-0.0031,-0.0093,0.0098,0.014
5.891120,-0.0054,-0.0044,-0.0115,0.013
5.906268,-0.0124,-0.0067,-0.0090,0.017
5.910617,-0.0194,0.0050,-0.0159,0.026
5.925539,-0.0098,-0.0116,-0.0062,0.016
5.930264,-0.0074,0.0192,0.0151,0.026
5.941107,-0.0119,-0.0093,-0.0040,0.016
5.954867,-0.0024,-0.0021,-0.0039,0.005
5.959467,0.0046,0.0073,-0.0109,0.014
5.969784,-0.0047,0.0142,0.0152,0.021
5.986205,-0.0073,0.0069,-0.0063,0.012
5.989641,-0.0001,-0.0049,0.0079,0.009
6.004591,-0.0048,-0.0025,0.0125,0.014
6.010456,-0.0165,-0.0047,-0.0112,0.021
6.023541,-0.0070,-0.0001,-0.0087,0.011
6.044017,-0.0092,-0.0073,-0.0109,0.016
6.045182,-0.0092,-0.0094,0.0034,0.014
6.057864,0.0053,-0.0068,-0.0037,0.009
6.060594,-0.0092,0.0097,-0.0154,0.020
6.074450,-0.0044,0.0026,0.0037,0.006
6.080230,-0.0021,0.0097,-0.0035,0.011
6.091939,0.0051,-0.0140,-0.0034,0.015
6.106474,-0.0138,-0.0021,0.0014,0.014
6.110033,-0.0254,-0.0091,0.0084,0.028
6.126987,0.0032,0.0004,0.0012,0.003
6.143441,-0.0159,-0.0066,-0.0059,0.018
6.144573,0.0053,0.0029,-0.0105,0.012
6.159677,-0.0182,-0.0042,-0.0056,0.020
6.160732,0.0030,-0.0183,-0.0055,0.019
6.175234,-0.0185,-0.0062,-0.0101,0.022
6.192783,-0.0065,0.0196,-0.0053,0.021
6.193966,0.0031,0.0122,0.0113,0.017
6.207139,0.0054,-0.0070,-0.0124,0.015
6.210562,-0.0016,0.0001,-0.0004,0.002
6.229488,-0.0277,0.0048,-0.0122,0.031
6.241263,-0.0038,-0.0047,-0.0073,0.009
6.242604,-0.0014,-0.0022,-0.0001,0.003
6.259002,0.0009,0.0216,-0.0072,0.023
6.261299,0.0032,0.0259,0.0000,0.026
6.275257,-0.0108,0.0042,-0.0023,0.012
6.294336,-0.0129,0.0065,-0.0023,0.015
6.295428,0.0041,-0.0030,-0.0070,0.009
6.310401,0.0086,0.0064,-0.0139,0.018
6.311527,0.0014,-0.0078,0.0004,0.008
6.324958,-0.0224,-0.0053,0.0028,0.023
6.343738,-0.0101,-0.0122,-0.0090,0.018
6.344914,0.0065,-0.0051,0.0005,0.008
6.357909,-0.0051,0.0044,0.0052,0.009
6.362219,-0.0027,-0.0002,0.0051,0.006
6.377962,-0.0002,0.0023,0.0074,0.008
6.391711,-0.0004,0.0023,-0.0045,0.005
6.393025,0.0114,-0.0024,-0.0044,0.012
6.407230,-0.0030,-0.0095,0.0027,0.010
6.412776,-0.0077,0.0141,0.0050,0.017
6.426749,0.0019,0.0117,0.0002,0.012
6.444800,0.0018,-0.0027,-0.0068,0.008
6.445797,0.0020,0.0022,0.0074,0.008
6.460687,-0.0075,-0.0095,0.0002,0.012
6.461857,-0.0025,0.0120,0.0097,0.016
6.475220,0.0046,-0.0045,0.0095,0.011
6.494919,0.0161,0.0004,0.0046,0.017
6.496056,-0.0194,0.0027,0.0069,0.021
6.507368,-0.0166,0.0026,-0.0026,0.017
6.512373,0.0073,0.0002,0.0021,0.008
6.524047,0.0119,0.0166,-0.0167,0.026
6.543594,0.0020,0.0139,-0.0023,0.014
6.544636,-0.0095,0.0091,-0.0023,0.013
6.559725,-0.0049,-0.0053,0.0001,0.007
6.561893,-0.0212,-0.0029,-0.0140,0.026
6.573866,0.0095,-0.0050,0.0168,0.020
6.591957,-0.0048,0.0022,0.0000,0.005
6.593222,0.0047,0.0093,-0.0070,0.013
6.609655,-0.0002,0.0022,0.0002,0.002
6.612291,-0.0026,-0.0121,-0.0093,0.015
6.625077,0.0022,0.0186,-0.0068,0.020
6.645195,0.0092,0.0018,-0.0043,0.010
6.646325,-0.0028,0.0064,-0.0136,0.015
6.660336,-0.0052,0.0015,0.0101,0.012
6.662952,0.0090,0.0039,-0.0065,0.012
6.674940,-0.0100,-0.0127,0.0030,0.016
6.692029,-0.0006,-0.0030,0.0053,0.006
6.693265,-0.0146,-0.0006,-0.0018,0.015
6.709134,-0.0145,0.0135,-0.0089,0.022
6.713341,-0.0071,-0.0032,0.0007,0.008
6.725592,-0.0071,-0.0008,0.0054,0.009
6.743094,0.0047,0.0085,-0.0041,0.011
6.744117,-0.0002,-0.0059,-0.0017,0.006
6.756285,0.0069,0.0062,-0.0040,0.010
6.763433,0.0114,0.0036,0.0125,0.017
6.774433,0.0136,-0.0011,-0.0042,0.014
6.789419,0.0064,0.0012,0.0030,0.007
6.793494,0.0061,0.0035,0.0006,0.007
6.804685,-0.0014,0.0034,-0.0112,0.012
6.813356,-0.0130,0.0151,0.0007,0.020
6.823515,-0.0082,-0.0040,-0.0016,0.009
6.833170,0.0060,0.0055,0.0031,0.009
6.843560,-0.0130,-0.0111,-0.0134,0.022
6.853144,-0.0010,-0.0179,-0.0038,0.018
6.862895,-0.0056,0.0037,-0.0014,0.007
6.873365,0.0178,-0.0012,-0.0084,0.020
6.883531,-0.0062,-0.0153,-0.0059,0.018
6.893551,0.0130,0.0038,-0.0011,0.014
6.903569,0.0007,-0.0105,0.0060,0.012
6.914488,-0.0111,0.0062,-0.0153,0.020
6.926021,-0.0156,-0.0057,-0.0103,0.020
6.935746,-0.0131,-0.0008,-0.0008,0.013
6.944139,-0.0032,0.0039,-0.0055,0.007
6.953686,0.0016,-0.0031,-0.0054,0.006
6.964552,-0.0105,-0.0124,-0.0076,0.018
6.974728,-0.0008,-0.0097,-0.0122,0.016
6.984978,-0.0033,0.0021,-0.0002,0.004
6.994778,-0.0081,0.0067,-0.0026,0.011
7.004007,0.0058,-0.0099,-0.0025,0.012
7.014807,0.0035,0.0043,0.0022,0.006
7.023874,-0.0015,0.0066,-0.0049,0.008
7.039990,-0.0038,0.0041,0.0117,0.013
7.043969,-0.0015,-0.0149,0.0138,0.020
7.054691,0.0055,-0.0075,0.0089,0.013
7.065065,-0.0112,-0.0025,-0.0148,0.019
7.074615,-0.0040,0.0047,-0.0098,0.012
7.085568,-0.0086,0.0047,0.0068,0.012
7.094706,-0.0131,-0.0072,0.0067,0.016
7.104079,-0.0132,-0.0071,-0.0052,0.016
7.115090,0.0011,0.0211,-0.0075,0.022
7.125573,-0.0086,0.0020,0.0068,0.011
7.136013,0.0080,-0.0120,-0.0122,0.019
7.145450,0.0054,-0.0048,-0.0025,0.008
7.155133,0.0051,0.0049,-0.0072,0.010
7.165302,0.0048,-0.0045,0.0094,0.011
7.175213,-0.0094,0.0002,-0.0143,0.017
7.185612,-0.0117,0.0002,0.0048,0.013
7.194835,-0.0070,0.0049,0.0070,0.011
7.205109,0.0119,-0.0023,-0.0025,0.012
7.223427,-0.0025,0.0001,0.0046,0.005
7.224578,-0.0000,0.0049,0.0045,0.007
7.235154,-0.0024,0.0048,0.0068,0.009
7.245475,-0.0095,0.0188,-0.0004,0.021
7.254804,-0.0095,-0.0027,-0.0004,0.010
7.265695,-0.0072,-0.0026,-0.0004,0.008
7.275611,-0.0167,0.0046,-0.0098,0.020
7.286189,-0.0093,0.0021,-0.0143,0.017
7.295356,0.0027,0.0046,0.0048,0.007
7.307762,0.0072,-0.0025,-0.0094,0.012
7.322613,0.0072,0.0164,-0.0069,0.019
7.325552,-0.0024,0.0231,0.0002,0.023
7.335788,-0.0000,-0.0126,0.0002,0.013
7.347622,-0.0000,-0.0005,-0.0186,0.019
7.355152,0.0025,-0.0004,-0.0089,0.009
7.365964,-0.0140,0.0184,0.0101,0.025
7.375362,-0.0090,-0.0126,0.0005,0.015
7.386185,-0.0020,0.0181,0.0076,0.020
7.395774,0.0004,-0.0149,-0.0114,0.019
7.405932,-0.0022,0.0016,0.0029,0.004
7.424222,-0.0116,-0.0195,0.0100,0.025
7.427146,-0.0160,-0.0074,-0.0067,0.019
7.436232,0.0056,0.0021,0.0075,0.010
7.446002,-0.0111,-0.0117,-0.0044,0.017
7.456360,-0.0109,0.0144,0.0004,0.018
7.466178,-0.0064,0.0141,0.0051,0.016
7.476154,0.0008,-0.0050,-0.0256,0.026
7.486271,-0.0109,-0.0119,-0.0063,0.017
7.496008,-0.0010,-0.0047,-0.0038,0.006
7.506284,0.0085,-0.0188,0.0033,0.021
7.516339,-0.0107,0.0004,-0.0038,0.011
7.528254,-0.0081,0.0050,-0.0061,0.011
7.535819,-0.0105,0.0028,0.0105,0.015
7.546526,-0.0057,-0.0278,0.0032,0.029
7.556618,-0.0009,0.0079,-0.0157,0.018
7.566294,-0.0009,-0.0040,0.0034,0.005
7.576848,-0.0127,-0.0113,0.0104,0.020
7.586070,0.0134,0.0030,-0.0039,0.014
7.596887,0.0061,0.0054,0.0080,0.011
7.608574,0.0012,-0.0017,-0.0110,0.011
7.623976,-0.0083,-0.0134,-0.0132,0.021
7.627235,0.0060,-0.0156,0.0012,0.017
7.637152,-0.0083,0.0106,-0.0012,0.014
7.645991,-0.0058,-0.0037,-0.0059,0.009
7.656397,-0.0034,0.0033,-0.0011,0.005
7.666587,0.0108,0.0056,-0.0058,0.013
7.677612,0.0010,-0.0064,-0.0080,0.010
7.686379,-0.0063,-0.0017,-0.0008,0.007
7.696960,0.0008,0.0077,0.0062,0.010
7.708567,0.0077,-0.0042,-0.0080,0.012
7.722934,-0.0042,0.0077,0.0110,0.014
7.726619,-0.0136,0.0169,0.0037,0.022
7.737184,0.0170,-0.0046,-0.0010,0.018
7.747040,-0.0165,-0.0068,-0.0081,0.020
7.765662,-0.0045,0.0003,-0.0127,0.013
7.766708,-0.0069,0.0027,0.0111,0.013
7.777229,-0.0021,0.0096,-0.0032,0.010
7.786837,0.0024,0.0023,0.0086,0.009
7.796717,0.0046,0.0211,-0.0010,0.022
7.806934,0.0022,-0.0027,-0.0009,0.004
7.817667,-0.0051,0.0068,0.0061,0.010
7.827365,-0.0006,0.0065,0.0060,0.009
7.838457,-0.0172,0.0135,-0.0011,0.022
7.847427,-0.0122,0.0064,-0.0082,0.016
7.857583,0.0093,-0.0009,-0.0010,0.009
7.867975,0.0137,-0.0033,-0.0104,0.017
7.877394,-0.0075,-0.0031,0.0039,0.009
7.887512,-0.0145,0.0039,-0.0056,0.016
7.897825,-0.0118,-0.0102,0.0110,0.019
7.913189,-0.0117,0.0086,-0.0056,0.016
7.923020,-0.0068,0.0013,0.0015,0.007
7.927858,-0.0044,0.0012,0.0109,0.012
7.937542,0.0120,0.0176,0.0013,0.021
7.948267,0.0049,-0.0085,0.0036,0.010
7.957709,0.0045,-0.0085,0.0106,0.014
7.973147,-0.0098,0.0009,-0.0013,0.010
7.979120,0.0046,-0.0086,-0.0060,0.011
7.988988,-0.0168,-0.0039,0.0035,0.018
7.998812,0.0049,-0.0014,-0.0036,0.006
8.008613,0.0094,0.0127,0.0106,0.019
8.024965,0.0046,-0.0017,0.0104,0.012
8.028736,-0.0051,0.0031,0.0079,0.010
8.045566,0.0044,0.0007,-0.0087,0.010
8.047672,-0.0029,0.0029,0.0055,0.007
8.058148,-0.0053,-0.0066,-0.0087,0.012
8.068629,-0.0076,-0.0088,0.0126,0.017
8.078591,-0.0006,0.0007,-0.0064,0.006
8.088149,-0.0029,-0.0134,-0.0039,0.014
8.098622,-0.0029,0.0151,0.0008,0.015
8.108776,0.0041,0.0076,0.0126,0.015
8.126947,-0.0148,0.0168,0.0053,0.023
8.128107,-0.0146,-0.0093,0.0029,0.018
8.141493,0.0044,-0.0021,-0.0066,0.008
8.148326,-0.0026,-0.0068,-0.0041,0.008
8.159570,-0.0049,-0.0089,0.0101,0.014
8.170664,-0.0050,-0.0041,0.0005,0.006
8.178909,0.0044,-0.0159,0.0052,0.017
8.188508,0.0067,0.0056,0.0027,0.009
8.198686,-0.0146,0.0103,-0.0020,0.018
8.208722,-0.0050,-0.0064,0.0051,0.010
8.227642,-0.0167,-0.0017,0.0074,0.018
8.229572,-0.0068,0.0030,-0.0069,0.010
8.238688,-0.0020,0.0007,-0.0021,0.003
8.249519,0.0073,0.0008,0.0050,0.009
8.259024,0.0118,-0.0063,0.0026,0.014
8.275665,0.0018,-0.0037,0.0025,0.005
8.279316,-0.0030,0.0128,0.0025,0.013
8.288821,0.0039,0.0053,0.0025,0.007
8.299800,0.0155,0.0239,-0.0023,0.029
8.309494,0.0056,-0.0095,0.0001,0.011
8.325439,-0.0039,0.0025,0.0025,0.005
8.329094,-0.0180,0.0142,0.0071,0.024
8.339471,-0.0035,0.0045,0.0070,0.009
8.350026,-0.0153,0.0093,0.0045,0.018
8.359377,-0.0055,-0.0074,-0.0238,0.026
8.371137,0.0155,-0.0214,-0.0210,0.034
8.380296,-0.0151,-0.0091,0.0123,0.022
8.389258,-0.0009,-0.0065,-0.0068,0.009
8.400160,0.0039,0.0030,0.0122,0.013
8.411764,0.0014,-0.0020,0.0120,0.012
8.424577,-0.0106,-0.0021,0.0024,0.011
8.429284,-0.0294,-0.0091,0.0023,0.031
8.440071,-0.0196,0.0146,-0.0118,0.027
8.449918,-0.0030,0.0048,0.0048,0.007
8.459986,-0.0101,-0.0001,0.0000,0.010
8.471074,-0.0031,-0.0048,0.0000,0.006
8.480963,-0.0032,0.0189,-0.0188,0.027
8.489497,-0.0034,-0.0027,-0.0020,0.005
8.500397,-0.0103,0.0020,-0.0137,0.017
8.510546,-0.0053,-0.0028,0.0030,0.007
8.528142,-0.0029,-0.0005,0.0029,0.004
8.530064,-0.0052,-0.0051,0.0005,0.007
8.539985,0.0162,-0.0073,0.0076,0.019
8.550738,-0.0029,-0.0048,-0.0043,0.007
8.560399,-0.0030,0.0047,-0.0019,0.006
8.571225,-0.0055,0.0047,-0.0184,0.020
8.580812,-0.0029,0.0046,0.0008,0.006
8.590492,-0.0050,-0.0097,-0.0016,0.011
8.601130,-0.0001,0.0046,0.0008,0.005
8.610632,0.0139,-0.0096,-0.0063,0.018
8.626235,-0.0006,-0.0072,-0.0062,0.009
8.630915,-0.0150,-0.0001,0.0033,0.015
8.640674,0.0017,0.0047,-0.0061,0.008
8.650936,-0.0032,0.0046,0.0057,0.008
8.661639,-0.0007,-0.0001,0.0033,0.003
8.670984,0.0017,-0.0001,0.0056,0.006
8.680982,-0.0077,-0.0047,-0.0016,0.009
8.690419,-0.0122,0.0048,-0.0015,0.013
8.701147,-0.0050,-0.0048,-0.0015,0.007
8.711135,-0.0051,-0.0141,0.0009,0.015
8.726760,0.0068,0.0001,-0.0062,0.009
8.730631,-0.0076,0.0048,0.0010,0.009
8.741024,0.0160,-0.0024,0.0080,0.018
8.751653,-0.0054,-0.0119,-0.0015,0.013
8.761438,-0.0078,0.0071,-0.0015,0.011
8.771128,-0.0030,-0.0071,0.0032,0.008
8.784428,-0.0219,0.0070,-0.0016,0.023
8.792598,-0.0146,0.0115,0.0079,0.020
8.800627,-0.0003,-0.0028,0.0125,0.013
8.811443,0.0091,-0.0170,-0.0042,0.020
8.822840,0.0089,0.0138,0.0029,0.017
8.831300,0.0065,-0.0076,0.0052,0.011
8.841016,-0.0029,-0.0098,-0.0043,0.011
8.850845,-0.0101,0.0045,-0.0066,0.013
8.861003,0.0090,-0.0049,0.0006,0.010
8.871296,-0.0077,-0.0001,0.0006,0.008
8.880889,-0.0098,0.0023,-0.0041,0.011
8.891847,-0.0075,0.0210,-0.0017,0.022
8.904720,-0.0121,-0.0193,0.0030,0.023
8.911977,-0.0073,0.0093,0.0100,0.016
8.921404,-0.0000,0.0018,-0.0042,0.005
8.932078,-0.0048,0.0182,0.0052,0.020
8.945607,0.0023,0.0157,-0.0113,0.019
8.951560,-0.0261,0.0107,0.0148,0.032
8.963321,-0.0068,-0.0152,0.0122,0.021
8.971511,-0.0022,-0.0079,-0.0116,0.014
8.982325,-0.0000,-0.0103,-0.0067,0.012
8.991588,-0.0095,0.0015,0.0052,0.011
9.010279,0.0049,-0.0032,0.0145,0.016
9.011681,0.0000,-0.0055,-0.0093,0.011
9.022800,0.0117,-0.0219,0.0003,0.025
9.032309,0.0044,0.0090,0.0215,0.024
9.042958,-0.0051,0.0018,0.0094,0.011
9.051834,0.0092,-0.0005,-0.0143,0.017
9.063124,0.0042,-0.0052,-0.0117,0.014
9.071718,0.0017,-0.0005,-0.0021,0.003
9.083167,0.0017,-0.0005,-0.0044,0.005
9.092432,-0.0056,-0.0100,-0.0185,0.022
9.102421,0.0039,0.0092,-0.0041,0.011
9.112893,-0.0057,-0.0074,-0.0064,0.011
9.127086,-0.0057,-0.0049,0.0079,0.011
9.131842,-0.0034,0.0069,0.0007,0.008
9.142291,-0.0081,0.0068,-0.0182,0.021
9.152697,0.0036,-0.0123,-0.0014,0.013
9.162564,0.0199,-0.0050,0.0034,0.021
9.172626,-0.0040,-0.0097,0.0057,0.012
9.183234,-0.0017,0.0068,-0.0086,0.011
9.192674,-0.0065,-0.0051,-0.0084,0.012
9.202750,-0.0089,-0.0073,0.0011,0.012
9.212552,-0.0040,-0.0047,0.0058,0.008
9.225783,-0.0040,-0.0117,-0.0037,0.013
9.232734,-0.0111,-0.0140,-0.0060,0.019
9.242656,-0.0085,-0.0066,-0.0059,0.012
9.252835,-0.0061,0.0193,0.0036,0.021
9.264196,-0.0012,0.0072,-0.0011,0.007
9.273092,-0.0132,-0.0047,0.0036,0.014
9.283163,-0.0012,-0.0046,-0.0012,0.005
9.293401,-0.0107,0.0001,-0.0082,0.013
9.302834,-0.0150,-0.0023,0.0013,0.015
9.313493,-0.0149,-0.0095,-0.0034,0.018
9.327629,-0.0054,0.0048,0.0037,0.008
9.333483,0.0090,-0.0093,0.0107,0.017
9.343633,-0.0169,-0.0069,-0.0012,0.018
9.352995,0.0092,-0.0093,0.0011,0.013
9.364362,-0.0028,-0.0139,-0.0059,0.015
9.373621,-0.0099,-0.0019,0.0036,0.011
9.383750,0.0090,0.0170,-0.0012,0.019
9.393608,-0.0053,-0.0185,-0.0059,0.020
9.406613,0.0087,0.0099,0.0083,0.016
9.414217,0.0040,0.0028,-0.0106,0.012
9.423776,0.0062,0.0051,0.0107,0.013
9.433703,-0.0031,-0.0042,0.0106,0.012
9.445183,-0.0149,0.0051,-0.0108,0.019
9.453238,-0.0076,-0.0065,-0.0130,0.016
9.463765,0.0021,0.0101,0.0014,0.010
9.479966,-0.0051,0.0122,-0.0034,0.014
9.483247,-0.0075,-0.0045,-0.0127,0.015
9.494519,-0.0028,-0.0019,0.0016,0.004
9.506039,-0.0004,-0.0017,0.0016,0.002
9.514111,-0.0145,-0.0063,-0.0008,0.016
9.523772,0.0022,-0.0063,-0.0126,0.014
9.534723,0.0046,0.0056,-0.0076,0.011
9.546980,0.0045,0.0125,0.0043,0.014
9.559244,0.0019,-0.0089,-0.0029,0.010
9.564288,-0.0029,-0.0159,0.0019,0.016
9.582577,-0.0146,0.0078,0.0042,0.017
9.584325,-0.0003,-0.0041,-0.0076,0.009
9.594441,0.0067,0.0124,-0.0005,0.014
9.607159,0.0017,-0.0090,-0.0099,0.013
9.614501,-0.0101,0.0030,0.0091,0.014
9.624639,0.0137,-0.0112,-0.0169,0.024
9.634930,-0.0031,0.0055,-0.0119,0.013
9.644361,-0.0053,-0.0063,0.0165,0.018
9.655675,-0.0031,-0.0178,-0.0026,0.018
9.664588,-0.0031,-0.0034,-0.0002,0.005
9.674395,-0.0031,-0.0056,0.0069,0.009
9.685366,-0.0030,-0.0030,-0.0238,0.024
9.694646,0.0088,-0.0006,-0.0093,0.013
9.707257,-0.0080,0.0018,0.0026,0.009
9.715245,-0.0053,0.0066,-0.0045,0.010
9.724334,0.0160,0.0018,0.0050,0.017
9.735354,-0.0054,-0.0218,-0.0021,0.023
9.744710,0.0066,-0.0047,-0.0045,0.009
9.756512,-0.0053,0.0024,0.0050,0.008
9.765280,0.0138,-0.0117,0.0120,0.022
9.774668,-0.0031,-0.0045,-0.0141,0.015
9.785593,-0.0101,0.0074,0.0073,0.014
9.802642,0.0064,-0.0022,0.0119,0.014
9.811152,0.0041,0.0096,-0.0048,0.011
9.814664,0.0062,0.0047,0.0047,0.009
9.825904,-0.0057,0.0022,-0.0000,0.006
9.835085,0.0062,-0.0002,-0.0048,0.008
9.845237,0.0107,0.0045,0.0000,0.012
9.857514,-0.0131,-0.0121,0.0071,0.019
9.865252,-0.0083,0.0045,0.0093,0.013
9.875002,-0.0010,0.0043,-0.0002,0.004
9.885075,-0.0058,0.0090,0.0045,0.012
9.895404,-0.0056,0.0089,0.0020,0.011
9.904893,-0.0124,0.0017,0.0067,0.014
9.915872,0.0066,0.0065,-0.0099,0.014
9.925367,0.0110,-0.0009,-0.0003,0.011
9.936387,-0.0058,0.0084,0.0021,0.010
9.945200,-0.0058,-0.0128,-0.0003,0.014
9.956669,0.0039,-0.0033,-0.0027,0.006
9.966016,0.0107,0.0039,-0.0026,0.012
9.975440,-0.0060,0.0014,-0.0002,0.006
9.986616,0.0036,0.0084,0.0021,0.009
9.995886,-0.0155,0.0013,-0.0050,0.016
10.012344,-0.0105,-0.0083,-0.0002,0.013
10.015621,-0.0032,-0.0058,-0.0049,0.008
10.025530,0.0062,0.0060,0.0093,0.013
10.035975,-0.0199,0.0011,-0.0026,0.020
10.047524,-0.0030,-0.0106,0.0021,0.011
10.057489,-0.0125,0.0013,0.0021,0.013
10.066352,0.0040,0.0037,-0.0003,0.005
10.075799,-0.0101,0.0129,0.0021,0.017
10.086086,-0.0053,0.0126,0.0091,0.016
10.096806,-0.0030,-0.0042,-0.0005,0.005
10.107924,-0.0100,-0.0064,0.0019,0.012
10.117080,-0.0006,0.0055,0.0042,0.007
10.126501,-0.0032,0.0007,0.0089,0.009
10.137157,-0.0221,-0.0016,-0.0101,0.024
10.146219,-0.0171,-0.0040,-0.0100,0.020
10.157306,-0.0027,-0.0135,0.0090,0.016
10.166841,0.0090,-0.0132,-0.0147,0.022
10.176612,0.0087,-0.0108,0.0138,0.020
10.186922,-0.0196,0.0059,-0.0052,0.021
10.196976,-0.0074,0.0175,-0.0004,0.019
10.207723,-0.0213,-0.0087,-0.0004,0.023
10.216828,0.0024,0.0056,0.0066,0.009
10.231916,-0.0072,0.0009,0.0183,0.020
10.236172,-0.0070,-0.0155,0.0039,0.017
10.247004,0.0002,0.0012,-0.0032,0.003
10.257581,-0.0044,-0.0106,0.0015,0.012
10.267036,-0.0210,0.0085,-0.0032,0.023
10.277129,-0.0044,-0.0106,0.0015,0.012
10.286903,0.0097,0.0107,0.0039,0.015
10.303005,-0.0047,0.0009,0.0085,0.010
10.308035,-0.0094,-0.0018,0.0013,0.010
10.317120,-0.0166,-0.0066,0.0036,0.018
10.326543,-0.0046,-0.0018,-0.0105,0.012
10.336599,0.0049,-0.0017,0.0061,0.008
10.347371,-0.0116,0.0125,-0.0081,0.019
10.357069,-0.0020,0.0028,-0.0033,0.005
10.366768,-0.0114,-0.0021,-0.0032,0.012
10.377340,-0.0017,0.0146,0.0039,0.015
10.387037,-0.0135,0.0002,-0.0032,0.014
10.397049,-0.0018,-0.0139,-0.0008,0.014
10.407169,0.0005,0.0076,0.0086,0.012
10.416911,-0.0016,-0.0019,-0.0080,0.008
10.427217,0.0056,0.0005,-0.0008,0.006
10.438235,-0.0039,0.0005,-0.0008,0.004
10.449168,-0.0156,-0.0114,-0.0196,0.028
10.458339,0.0037,0.0005,0.0042,0.006
10.468659,0.0059,0.0052,-0.0100,0.013
10.477239,-0.0038,-0.0065,-0.0121,0.014
10.488209,-0.0110,-0.0063,0.0092,0.016
10.498368,-0.0156,-0.0038,-0.0074,0.018
10.508367,0.0080,0.0009,0.0116,0.014
10.518011,0.0126,-0.0016,0.0020,0.013
10.527712,0.0078,0.0030,-0.0004,0.008
10.538544,-0.0113,-0.0018,0.0019,0.012
10.547670,0.0031,0.0028,-0.0028,0.005
10.558998,-0.0088,0.0052,0.0090,0.014
10.568324,-0.0037,-0.0044,0.0065,0.009
10.577797,0.0105,-0.0044,0.0158,0.019
10.591950,-0.0060,-0.0090,-0.0103,0.015
10.598254,-0.0015,0.0005,0.0039,0.004
10.608560,-0.0109,-0.0042,0.0039,0.012
10.618186,-0.0038,0.0077,-0.0009,0.009
10.627977,0.0030,-0.0067,0.0109,0.013
10.638415,-0.0182,-0.0088,0.0131,0.024
10.650523,0.0032,-0.0015,-0.0013,0.004
10.657907,-0.0016,0.0079,0.0011,0.008
10.669110,0.0032,-0.0043,0.0058,0.008
10.678845,0.0078,-0.0136,0.0080,0.018
10.692018,0.0029,0.0101,0.0032,0.011
10.698743,-0.0091,0.0101,-0.0063,0.015
10.709742,0.0028,-0.0112,0.0056,0.013
10.718275,-0.0044,-0.0018,0.0032,0.006
10.728676,-0.0160,0.0146,0.0055,0.022
10.739028,0.0147,-0.0044,0.0007,0.015
10.750104,-0.0254,-0.0066,-0.0017,0.026
10.758315,-0.0040,-0.0088,-0.0040,0.010
10.769078,-0.0064,0.0030,0.0007,0.007
10.778315,-0.0063,-0.0019,-0.0110,0.013
10.789168,-0.0133,-0.0042,0.0009,0.014
10.799403,0.0032,0.0029,0.0080,0.009
10.812486,-0.0061,-0.0088,-0.0016,0.011
