time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
5.430331,0.0328,0.0149,0.0019,0.036
5.440293,0.0228,-0.0045,0.0411,0.047
5.450352,-0.0064,-0.0431,0.0215,0.049
5.460512,-0.0062,0.0057,0.0117,0.014
5.470246,0.0035,-0.0138,-0.0373,0.040
5.480034,0.0130,0.0151,0.0019,0.020
5.490241,0.0032,-0.0043,-0.0078,0.009
5.500200,0.0129,0.0053,0.0117,0.018
5.510418,-0.0065,-0.0043,0.0019,0.008
5.520232,-0.0161,0.0344,0.0313,0.049
5.530320,-0.0061,0.0241,-0.0470,0.053
5.540194,0.0037,-0.0052,-0.0078,0.010
5.550303,-0.0250,0.0140,-0.0078,0.030
5.560191,-0.0052,-0.0246,-0.0079,0.026
5.570227,0.0238,-0.0147,0.0313,0.042
5.580105,-0.0151,0.0144,0.0117,0.024
5.590332,-0.0149,0.0142,0.0215,0.030
5.600098,-0.0148,-0.0151,-0.0471,0.052
5.610304,-0.0049,0.0526,0.0117,0.054
5.620283,-0.0048,0.0035,0.0117,0.013
5.630398,0.0049,-0.0063,0.0411,0.042
5.644169,0.0048,-0.0062,0.0019,0.008
5.650227,0.0143,-0.0634,0.0018,0.065
5.660318,0.0238,0.0148,-0.0275,0.039
5.670354,-0.0150,-0.0142,-0.0079,0.022
5.680208,-0.0052,-0.0235,0.0116,0.027
5.690317,0.0238,-0.0038,0.0509,0.056
5.700120,0.0136,-0.0326,-0.0079,0.036
5.710429,0.0228,-0.0127,0.0018,0.026
5.720406,-0.0064,-0.0125,0.0018,0.014
5.730496,0.0032,0.0165,-0.0177,0.024
5.740405,-0.0159,-0.0031,-0.0177,0.024
5.752374,0.0036,-0.0127,0.0018,0.013
5.760572,-0.0154,0.0449,0.0018,0.048
5.770338,0.0042,0.0056,-0.0275,0.028
5.781324,0.0042,-0.0233,0.0116,0.026
5.790322,-0.0053,0.0249,0.0018,0.026
5.800467,0.0139,-0.0043,-0.0177,0.023
5.810529,0.0039,0.0437,-0.0078,0.045
5.820502,0.0231,-0.0149,-0.0176,0.033
5.830442,-0.0158,-0.0051,0.0411,0.044
5.840561,-0.0155,0.0238,0.0215,0.036
5.852327,-0.0055,0.0041,0.0117,0.014
5.860094,0.0138,0.0041,0.0117,0.019
5.870278,0.0039,-0.0152,0.0117,0.020
5.880169,-0.0251,0.0138,0.0117,0.031
5.890300,0.0136,-0.0056,0.0117,0.019
5.900184,0.0036,-0.0437,0.0019,0.044
5.910720,-0.0060,-0.0427,0.0018,0.043
5.920286,-0.0059,-0.0036,0.0116,0.014
5.930340,0.0133,-0.0036,0.0018,0.014
5.940396,-0.0062,0.0254,0.0215,0.034
5.950346,0.0130,-0.0231,0.0117,0.029
5.960202,0.0128,-0.0035,-0.0177,0.022
5.970225,-0.0163,0.0061,-0.0177,0.025
5.980196,0.0031,0.0058,0.0019,0.007
5.990245,0.0030,0.0344,-0.0078,0.035
6.000134,-0.0165,0.0241,-0.0372,0.047
6.010300,0.0222,-0.0245,0.0117,0.035
6.020240,-0.0166,-0.0048,0.0117,0.021
6.030287,0.0028,-0.0143,0.0019,0.015
6.040250,-0.0066,-0.0045,0.0117,0.014
6.050411,0.0031,0.0049,-0.0176,0.019
6.060292,0.0030,0.0242,0.0117,0.027
6.070618,-0.0161,-0.0049,-0.0078,0.019
6.080290,0.0130,0.0048,-0.0078,0.016
6.090425,-0.0064,-0.0049,0.0117,0.014
6.100172,-0.0161,0.0243,0.0411,0.050
6.110579,0.0034,-0.0242,0.0215,0.033
6.120374,-0.0159,-0.0140,0.0215,0.030
6.130682,0.0036,-0.0234,-0.0177,0.030
6.140341,-0.0253,-0.0037,0.0214,0.033
6.150554,0.0042,0.0157,0.0410,0.044
6.160881,0.0334,0.0155,0.0313,0.048
6.170308,0.0040,-0.0041,0.0313,0.032
6.180304,-0.0055,0.0149,0.0117,0.020
6.190290,-0.0054,0.0146,-0.0177,0.024
6.200353,0.0140,0.0047,0.0117,0.019
6.210531,0.0139,-0.0439,0.0411,0.062
6.220224,0.0137,-0.0142,0.0117,0.023
6.230458,-0.0056,-0.0331,0.0116,0.036
6.240425,-0.0055,-0.0134,-0.0373,0.040
6.250515,-0.0055,0.0254,-0.0275,0.038
6.260998,0.0042,0.0154,-0.0275,0.032
6.272891,-0.0244,0.0245,0.0018,0.035
6.280162,-0.0046,0.0047,0.0018,0.007
6.290436,0.0147,-0.0050,-0.0079,0.017
6.300224,0.0342,-0.0440,-0.0569,0.080
6.310486,0.0144,0.0048,-0.0177,0.023
6.320257,-0.0050,-0.0144,0.0116,0.019
6.330953,-0.0144,0.0147,0.0116,0.024
6.340294,0.0051,0.0049,0.0116,0.014
6.351315,-0.0426,-0.0237,0.0018,0.049
6.360728,-0.0128,0.0248,-0.0080,0.029
6.370273,0.0450,0.0147,0.0018,0.047
6.380145,0.0154,-0.0335,0.0116,0.039
6.390205,0.0055,0.0054,0.0018,0.008
6.400250,-0.0139,0.0053,0.0312,0.035
6.410224,-0.0040,-0.0432,0.0312,0.053
6.420327,0.0153,-0.0040,0.0018,0.016
6.430304,-0.0042,-0.0039,-0.0177,0.019
6.440573,0.0053,-0.0324,0.0018,0.033
6.450625,0.0532,-0.0125,-0.0079,0.055
6.460843,0.0138,0.0069,0.0116,0.019
6.472701,0.0329,-0.0124,-0.0079,0.036
6.480153,-0.0062,0.0167,-0.0079,0.019
6.490361,-0.0255,0.0068,-0.0177,0.032
6.500732,0.0136,0.0069,0.0312,0.035
6.510593,0.0038,0.0068,0.0018,0.008
6.520300,-0.0057,0.0067,0.0214,0.023
6.530297,0.0234,0.0260,-0.0275,0.044
6.540256,-0.0345,0.0063,0.0018,0.035
6.550457,0.0046,0.0159,-0.0177,0.024
6.560257,-0.0050,0.0253,0.0116,0.028
6.570350,-0.0337,0.0443,0.0116,0.057
6.580180,-0.0137,0.0147,-0.0079,0.022
6.590319,-0.0230,-0.0336,-0.0079,0.041
6.600260,0.0063,0.0347,0.0312,0.047
6.610463,0.0062,0.0248,0.0214,0.033
6.620813,0.0352,0.0052,0.0214,0.042
6.630499,-0.0230,0.0050,-0.0079,0.025
6.640353,-0.0033,0.0048,0.0116,0.013
6.650478,0.0257,0.0047,-0.0177,0.032
6.660861,-0.0035,0.0240,0.0214,0.032
6.670317,-0.0034,-0.0052,0.0214,0.022
6.680284,-0.0128,-0.0051,0.0018,0.014
6.690231,-0.0126,-0.0244,0.0214,0.035
6.700120,0.0068,0.0144,-0.0079,0.018
6.710261,0.0163,-0.0243,0.0116,0.031
6.720319,0.0162,-0.0047,-0.0374,0.041
6.730273,0.0064,0.0145,-0.0079,0.018
6.740255,0.0064,-0.0434,-0.0080,0.045
6.750327,0.0254,-0.0136,0.0018,0.029
6.760398,0.0153,0.0058,0.0018,0.016
6.770217,0.0055,0.0154,-0.0177,0.024
6.780147,0.0251,0.0055,-0.0373,0.045
6.790338,0.0056,0.0151,0.0116,0.020
6.800263,0.0057,-0.0042,0.0116,0.014
6.810465,-0.0230,0.0441,0.0116,0.051
6.820861,-0.0222,0.0048,-0.0080,0.024
6.830361,0.0262,0.0047,-0.0079,0.028
6.840370,-0.0029,0.0141,-0.0079,0.016
6.850385,-0.0027,0.0236,-0.0275,0.036
6.860769,-0.0026,-0.0249,0.0116,0.028
6.870220,-0.0122,0.0141,0.0312,0.036
6.880197,0.0169,-0.0343,0.0214,0.044
6.890396,-0.0025,-0.0048,0.0116,0.013
6.900130,0.0261,-0.0048,0.0018,0.027
6.910670,0.0064,-0.0426,0.0017,0.043
6.920824,-0.0224,0.0255,0.0115,0.036
6.930690,0.0167,0.0058,0.0213,0.028
6.940210,-0.0027,-0.0417,0.0017,0.042
6.950650,0.0069,0.0168,0.0115,0.021
6.960512,-0.0124,-0.0027,-0.0178,0.022
6.970351,0.0167,0.0069,-0.0178,0.025
6.980330,0.0165,-0.0124,0.0115,0.024
6.990350,-0.0029,0.0070,0.0115,0.014
7.000263,0.0067,0.0070,0.0115,0.015
7.010406,-0.0126,0.0262,0.0115,0.031
7.020767,-0.0220,-0.0127,-0.0276,0.038
7.030257,-0.0023,0.0165,-0.0276,0.032
7.040193,0.0073,0.0352,-0.0080,0.037
7.050460,-0.0024,-0.0326,0.0115,0.035
7.060175,0.0072,0.0063,0.0115,0.015
7.070480,-0.0119,-0.0223,0.0017,0.025
7.080307,-0.0020,0.0164,-0.0080,0.018
7.090899,-0.0211,-0.0321,0.0213,0.044
7.101009,-0.0206,0.0069,0.0114,0.025
7.110434,0.0185,-0.0222,0.0408,0.050
7.120682,-0.0106,-0.0026,0.0212,0.024
7.131657,0.0087,0.0164,0.0016,0.019
7.140294,0.0085,-0.0030,0.0016,0.009
7.151389,0.0085,-0.0222,0.0114,0.026
7.160388,0.0180,0.0167,0.0115,0.027
7.170499,0.0276,-0.0028,-0.0277,0.039
7.180998,-0.0016,-0.0123,0.0016,0.013
7.190639,0.0178,0.0071,0.0213,0.029
7.201098,-0.0015,-0.0122,0.0114,0.017
7.210339,-0.0207,-0.0024,-0.0179,0.027
7.221336,0.0276,0.0167,-0.0081,0.033
7.230298,0.0269,0.0066,0.0017,0.028
7.240303,-0.0117,0.0158,0.0017,0.020
7.250340,0.0080,0.0058,0.0311,0.033
7.260328,-0.0016,-0.0040,-0.0276,0.028
7.271996,0.0178,-0.0426,0.0213,0.051
7.280112,-0.0015,-0.0034,-0.0277,0.028
7.290203,0.0082,0.0159,0.0213,0.028
7.300084,-0.0013,0.0154,0.0017,0.016
7.310272,0.0181,-0.0040,-0.0276,0.033
7.321318,-0.0206,0.0441,-0.0178,0.052
7.330349,-0.0009,-0.0145,0.0213,0.026
7.340704,0.0281,0.0534,0.0213,0.064
7.350618,-0.0011,0.0425,0.0018,0.043
7.360332,0.0083,0.0032,0.0018,0.009
7.370865,-0.0111,-0.0259,-0.0276,0.039
7.380199,-0.0205,-0.0158,0.0115,0.028
7.390311,-0.0105,0.0327,0.0410,0.053
7.400511,0.0090,-0.0064,0.0410,0.042
7.410358,-0.0198,-0.0160,0.0115,0.028
7.420382,0.0096,-0.0158,-0.0276,0.033
7.430422,0.0000,-0.0155,0.0115,0.019
7.440247,0.0000,-0.0155,-0.0374,0.040
7.450541,-0.0094,0.0136,0.0115,0.020
7.460391,0.0197,-0.0251,0.0115,0.034
7.471081,-0.0191,-0.0152,-0.0080,0.026
7.480199,-0.0284,-0.0054,-0.0081,0.030
7.490230,0.0204,-0.0054,-0.0669,0.070
7.500238,0.0200,0.0043,0.0017,0.021
7.510334,0.0005,-0.0246,0.0213,0.033
7.520222,-0.0186,0.0239,0.0115,0.032
7.530252,0.0010,0.0234,-0.0080,0.025
7.540047,0.0108,0.0230,0.0115,0.028
7.550172,0.0300,-0.0158,-0.0178,0.038
7.560133,0.0296,0.0134,-0.0178,0.037
7.570327,0.0100,-0.0061,0.0115,0.016
7.580284,-0.0190,0.0133,0.0311,0.039
7.590666,0.0198,0.0034,0.0115,0.023
7.600192,0.0196,-0.0063,-0.0276,0.034
7.610284,0.0097,0.0130,0.0115,0.020
7.620221,-0.0096,-0.0256,-0.0080,0.028
7.631172,0.0195,-0.0156,0.0115,0.027
7.640153,0.0193,-0.0250,0.0115,0.034
7.650115,0.0094,0.0043,0.0115,0.015
7.660125,0.0189,-0.0053,0.0213,0.029
7.670332,0.0379,-0.0244,0.0115,0.047
7.680137,0.0180,-0.0142,0.0115,0.026
7.690199,-0.0110,-0.0043,0.0017,0.012
7.700059,-0.0011,0.0248,0.0213,0.033
7.710199,0.0086,0.0148,-0.0178,0.025
7.720042,-0.0299,-0.0047,0.0115,0.032
7.730124,0.0091,-0.0239,-0.0080,0.027
7.740149,-0.0202,-0.0432,-0.0669,0.082
7.750302,0.0185,-0.0325,0.0016,0.037
7.760212,0.0281,0.0066,-0.0277,0.040
7.770383,0.0084,-0.0224,0.0114,0.027
7.780087,-0.0204,0.0260,-0.0081,0.034
7.790255,-0.0199,-0.0129,-0.0081,0.025
7.800220,0.0288,-0.0032,-0.0179,0.034
7.810402,-0.0194,0.0352,0.0016,0.040
7.820236,-0.0093,0.0058,0.0114,0.016
7.830271,0.0102,0.0155,0.0114,0.022
7.840179,-0.0187,-0.0135,0.0114,0.026
7.850408,0.0104,-0.0133,-0.0081,0.019
7.860309,0.0006,-0.0035,-0.0277,0.028
7.870432,0.0006,-0.0227,0.0114,0.025
7.880239,-0.0089,0.0162,-0.0277,0.033
7.890448,-0.0183,0.0158,-0.0081,0.025
7.900073,0.0206,-0.0036,0.0310,0.037
7.910184,0.0008,-0.0034,0.0114,0.012
7.920220,0.0201,0.0160,0.0114,0.028
7.930212,0.0293,-0.0129,0.0016,0.032
7.940104,0.0194,-0.0224,0.0212,0.036
7.950180,0.0096,-0.0318,-0.0179,0.038
7.960233,0.0096,-0.0119,0.0016,0.015
7.970416,0.0291,-0.0215,0.0310,0.048
7.980186,0.0094,0.0075,-0.0081,0.014
7.990677,0.0092,-0.0022,0.0016,0.010
8.000380,0.0282,0.0073,-0.0081,0.030
8.010469,-0.0107,0.0267,-0.0375,0.047
8.020594,-0.0007,0.0167,0.0114,0.020
8.030525,-0.0004,0.0164,0.0114,0.020
8.040417,0.0191,0.0260,0.0310,0.045
8.050583,-0.0099,-0.0032,0.0016,0.011
8.060462,-0.0192,0.0257,-0.0179,0.037
8.070436,-0.0187,-0.0132,0.0114,0.026
8.080243,0.0009,-0.0032,0.0114,0.012
8.090228,-0.0183,0.0066,0.0212,0.029
8.100165,-0.0275,-0.0029,0.0113,0.030
8.110527,0.0210,-0.0027,0.0113,0.024
8.120154,0.0110,0.0167,0.0114,0.023
8.130285,0.0011,-0.0314,0.0113,0.033
8.140371,0.0204,0.0076,0.0113,0.025
8.150494,0.0201,-0.0020,-0.0082,0.022
8.160452,0.0198,-0.0018,0.0114,0.023
8.170520,0.0195,-0.0401,0.0113,0.046
8.180236,0.0385,0.0184,0.0114,0.044
8.190535,-0.0005,0.0181,-0.0081,0.020
8.200391,-0.0005,-0.0496,-0.0180,0.053
8.210599,-0.0003,-0.0391,-0.0082,0.040
8.220400,0.0000,0.0000,0.0015,0.002
8.230198,-0.0095,0.0094,0.0211,0.025
8.240463,0.0003,-0.0098,0.0015,0.010
8.250650,0.0005,0.0288,0.0113,0.031
8.261762,-0.0182,0.0090,0.0015,0.020
8.270703,0.0209,-0.0104,-0.0278,0.036
8.280879,0.0207,0.0185,-0.0180,0.033
8.291881,0.0205,0.0181,0.0113,0.030
8.300630,0.0011,0.0081,0.0015,0.008
8.310927,0.0108,0.0178,0.0113,0.024
8.320225,0.0010,0.0079,0.0015,0.008
8.330541,0.0107,-0.0405,-0.0180,0.046
8.340078,0.0009,0.0180,-0.0180,0.025
8.350096,0.0202,-0.0110,0.0113,0.026
8.360164,0.0103,-0.0299,0.0113,0.034
8.370147,0.0099,-0.0099,0.0015,0.014
8.380090,0.0001,-0.0098,0.0211,0.023
8.390175,0.0285,-0.0475,0.0015,0.055
8.400224,0.0279,-0.0177,0.0113,0.035
8.410502,0.0177,-0.0174,0.0113,0.027
8.420435,0.0174,0.0021,0.0211,0.027
8.430434,0.0076,-0.0366,0.0309,0.048
8.440513,0.0076,-0.0165,-0.0082,0.020
8.450340,0.0170,0.0222,-0.0082,0.029
8.460922,0.0266,0.0027,-0.0376,0.046
8.470315,-0.0121,0.0123,-0.0082,0.019
8.480159,0.0169,0.0119,0.0015,0.021
8.490270,-0.0025,0.0117,-0.0082,0.015
8.500184,-0.0219,-0.0175,-0.0474,0.055
8.510325,0.0072,0.0305,0.0015,0.031
8.520143,0.0071,0.0107,-0.0081,0.015
8.530166,0.0164,-0.0275,0.0015,0.032
8.540254,-0.0225,0.0116,-0.0278,0.038
8.550256,-0.0125,0.0018,0.0113,0.017
8.560408,-0.0026,0.0113,0.0015,0.012
8.570606,-0.0121,0.0208,-0.0180,0.030
8.580437,-0.0021,-0.0083,-0.0180,0.020
8.590513,-0.0115,0.0300,0.0015,0.032
8.600419,-0.0209,0.0102,0.0113,0.026
8.610604,-0.0110,0.0101,0.0309,0.034
8.620343,-0.0203,0.0293,0.0113,0.037
8.630478,0.0284,-0.0291,0.0309,0.051
8.640182,-0.0105,0.0002,0.0113,0.015
8.650600,-0.0296,-0.0092,0.0113,0.033
8.660573,-0.0002,-0.0089,-0.0082,0.012
8.670312,0.0095,-0.0087,0.0309,0.033
8.680386,0.0094,0.0301,0.0211,0.038
8.690340,0.0284,-0.0182,0.0015,0.034
8.700198,-0.0008,0.0204,0.0015,0.020
8.710359,0.0376,-0.0184,-0.0082,0.043
8.720380,0.0177,-0.0472,-0.0180,0.054
8.730470,0.0175,0.0209,0.0113,0.030
8.740246,0.0076,-0.0083,-0.0180,0.021
8.750362,0.0172,-0.0178,-0.0180,0.031
8.761453,-0.0021,-0.0078,0.0113,0.014
8.770778,-0.0019,0.0306,-0.0082,0.032
8.780260,-0.0114,0.0398,-0.0180,0.045
8.790513,-0.0205,0.0196,0.0015,0.028
8.800250,-0.0103,0.0000,-0.0082,0.013
8.810409,-0.0099,0.0192,0.0015,0.022
8.820458,0.0193,0.0093,0.0309,0.038
8.830397,-0.0195,-0.0003,-0.0082,0.021
8.840238,-0.0097,0.0286,0.0113,0.032
8.850387,-0.0094,-0.0103,-0.0082,0.016
8.860305,-0.0090,0.0187,0.0113,0.024
8.870266,-0.0184,0.0186,-0.0180,0.032
8.880285,0.0012,-0.0201,0.0113,0.023
8.890182,-0.0083,0.0186,0.0015,0.020
8.900240,0.0013,0.0183,0.0113,0.022
8.910210,0.0205,-0.0300,0.0113,0.038
8.920297,0.0298,0.0091,-0.0180,0.036
8.930341,0.0198,-0.0199,0.0211,0.035
8.940307,0.0097,-0.0193,-0.0082,0.023
8.950372,-0.0001,0.0003,0.0015,0.002
8.960336,0.0189,0.0100,-0.0082,0.023
8.970619,0.0184,-0.0188,-0.0082,0.028
8.980204,-0.0010,0.0008,0.0113,0.011
8.990752,0.0086,0.0009,0.0113,0.014
9.000602,0.0182,0.0202,0.0309,0.041
9.010355,-0.0014,0.0294,0.0114,0.032
9.020608,0.0081,-0.0095,-0.0082,0.015
9.030286,0.0176,0.0194,-0.0179,0.032
9.040589,-0.0018,0.0288,-0.0179,0.034
9.050215,-0.0017,0.0572,0.0114,0.058
9.060417,-0.0113,-0.0014,0.0212,0.024
9.071220,-0.0109,0.0176,0.0016,0.021
9.080282,0.0372,-0.0114,-0.0081,0.040
9.090317,-0.0116,-0.0113,0.0114,0.020
9.100300,0.0078,0.0080,0.0114,0.016
9.110905,-0.0019,-0.0113,0.0114,0.016
9.120273,0.0370,-0.0210,-0.2434,0.247
9.130308,0.0578,-0.0121,-0.1944,0.203
9.140174,-0.1044,0.0634,0.3252,0.347
9.150237,-0.0108,-0.0380,0.0309,0.050
9.160176,0.0219,-0.0206,-0.0867,0.092
9.172084,-0.0240,-0.0322,0.0504,0.064
9.180241,0.0088,0.0247,0.0308,0.040
9.190258,0.0211,-0.0256,-0.0280,0.043
9.200501,0.0033,0.0028,0.0503,0.050
9.210273,-0.0048,-0.0175,0.0405,0.044
9.220145,-0.0036,0.0113,-0.0281,0.031
9.230372,-0.0323,-0.0085,0.0699,0.077
9.240191,-0.0223,0.0208,0.0503,0.059
9.250641,-0.0136,0.0116,0.0601,0.063
9.260225,-0.0556,0.0623,0.1288,0.153
9.270295,-0.0114,0.0357,0.0111,0.039
9.280208,0.0499,-0.0482,-0.1750,0.188
9.290224,0.0912,-0.0825,-0.3220,0.345
9.300444,-0.0112,0.0379,0.0506,0.064
